city,area,bathroom,parking spaces,animal,furniture,rooms
1,106,3,1,acept,not furnished,3
1,22,1,0,not acept,furnished,1
1,167,3,4,acept,not furnished,3
1,250,3,2,acept,not furnished,3
1,246,4,4,not acept,not furnished,4
1,40,1,0,not acept,not furnished,1
1,76,2,1,acept,furnished,2
1,202,3,4,acept,not furnished,4
1,60,1,1,acept,furnished,2
1,65,2,2,acept,furnished,2
1,142,4,3,acept,not furnished,3
1,200,4,2,acept,not furnished,3
0,60,3,0,not acept,furnished,2
1,58,2,1,acept,not furnished,2
1,80,1,0,acept,not furnished,2
1,201,3,2,acept,not furnished,4
1,94,2,2,acept,not furnished,3
1,410,7,3,acept,furnished,5
0,87,2,2,acept,not furnished,4
1,190,2,1,acept,not furnished,3
1,45,1,0,acept,furnished,1
1,254,5,4,acept,not furnished,3
1,145,4,3,acept,not furnished,4
1,82,2,2,not acept,not furnished,3
1,360,5,2,acept,not furnished,4
1,25,1,0,not acept,not furnished,1
0,145,2,2,not acept,not furnished,3
1,95,3,2,acept,furnished,2
1,60,2,2,acept,not furnished,2
0,37,1,1,not acept,not furnished,1
1,50,1,1,acept,furnished,2
1,100,1,1,not acept,not furnished,2
1,167,2,1,acept,not furnished,3
1,240,4,1,acept,not furnished,4
1,20,1,0,not acept,not furnished,1
1,160,3,2,acept,not furnished,3
1,100,2,2,not acept,not furnished,1
1,63,2,2,not acept,furnished,2
1,73,2,1,acept,not furnished,2
1,67,1,1,not acept,not furnished,2
1,134,2,1,not acept,furnished,2
1,150,2,1,acept,not furnished,2
1,300,5,4,acept,not furnished,3
1,197,4,3,acept,not furnished,3
0,53,1,1,acept,not furnished,2
0,136,2,1,acept,not furnished,3
0,150,4,2,acept,not furnished,3
1,40,1,1,acept,not furnished,1
1,300,4,5,acept,not furnished,4
1,250,3,4,acept,not furnished,4
1,80,1,0,acept,furnished,2
1,109,1,2,not acept,furnished,1
0,47,1,0,not acept,not furnished,1
0,72,3,1,not acept,not furnished,3
1,35,1,0,not acept,not furnished,1
1,200,2,1,not acept,not furnished,4
1,20,1,0,not acept,not furnished,1
1,49,1,1,acept,not furnished,2
1,213,2,3,acept,not furnished,2
1,110,3,1,acept,furnished,3
1,40,1,0,not acept,not furnished,1
1,38,1,0,acept,not furnished,1
1,40,1,1,acept,furnished,1
1,188,3,3,acept,furnished,3
1,90,1,1,acept,not furnished,1
0,415,4,6,acept,not furnished,4
1,500,2,8,acept,not furnished,3
0,135,2,1,acept,furnished,3
1,130,2,2,acept,not furnished,2
1,90,2,2,acept,furnished,1
1,79,2,2,not acept,furnished,1
1,160,3,0,not acept,not furnished,3
1,130,2,2,acept,furnished,3
1,256,5,4,acept,furnished,3
1,70,1,1,not acept,not furnished,2
1,220,2,2,not acept,not furnished,4
1,35,1,0,not acept,not furnished,1
1,73,2,2,acept,not furnished,3
1,180,3,1,acept,not furnished,3
1,45,1,1,acept,furnished,1
1,260,2,2,not acept,not furnished,2
1,44,1,0,acept,not furnished,1
1,60,2,1,not acept,furnished,2
1,101,3,2,acept,furnished,3
1,28,1,0,not acept,furnished,1
1,38,1,1,acept,furnished,1
0,103,2,1,not acept,not furnished,3
1,126,3,2,not acept,not furnished,4
1,70,2,1,acept,not furnished,3
1,60,2,0,acept,not furnished,1
0,80,1,1,acept,not furnished,3
1,97,2,2,not acept,not furnished,3
1,287,4,4,acept,furnished,3
1,300,2,4,acept,not furnished,4
1,470,5,4,acept,furnished,4
1,70,1,0,acept,not furnished,2
1,320,5,0,not acept,not furnished,3
1,50,1,1,acept,furnished,1
0,70,1,0,acept,not furnished,2
1,380,7,7,acept,not furnished,4
1,170,3,3,acept,furnished,3
1,55,1,1,acept,furnished,2
1,100,1,1,acept,not furnished,2
1,160,3,2,acept,not furnished,3
1,240,5,4,acept,furnished,4
1,180,4,4,acept,not furnished,4
1,150,3,1,acept,furnished,2
1,49,1,1,acept,not furnished,2
1,125,3,1,acept,furnished,3
1,59,1,1,acept,not furnished,2
1,145,3,1,acept,furnished,3
1,70,1,0,not acept,not furnished,1
1,217,4,3,acept,furnished,4
1,178,4,4,acept,furnished,3
1,95,2,1,acept,not furnished,3
1,102,3,2,acept,not furnished,3
1,80,2,1,not acept,not furnished,2
1,212,3,2,acept,not furnished,3
1,34,1,1,not acept,furnished,1
1,300,4,4,acept,not furnished,4
1,220,4,3,acept,furnished,3
1,54,1,0,acept,furnished,1
1,65,1,1,acept,furnished,2
1,45,1,0,acept,not furnished,1
1,26,1,1,acept,furnished,1
1,52,2,1,not acept,not furnished,2
1,32,1,0,acept,not furnished,1
1,130,1,0,acept,not furnished,2
1,23,1,0,acept,not furnished,1
1,200,2,3,acept,not furnished,3
1,157,2,0,acept,not furnished,3
1,130,2,1,not acept,not furnished,3
1,82,2,0,not acept,not furnished,2
1,100,1,0,acept,furnished,1
1,845,9,6,acept,furnished,5
1,70,2,1,acept,not furnished,2
1,100,3,1,acept,furnished,2
1,110,1,0,acept,not furnished,2
0,46,1,1,acept,not furnished,1
1,250,4,2,acept,not furnished,3
1,27,1,1,acept,not furnished,1
1,140,3,1,acept,furnished,3
1,77,1,1,acept,not furnished,2
1,550,5,5,acept,not furnished,4
1,50,1,1,acept,not furnished,2
1,42,1,1,not acept,furnished,1
1,420,6,3,acept,not furnished,5
1,203,3,4,acept,not furnished,3
1,180,2,2,acept,furnished,2
1,270,4,4,acept,furnished,3
1,180,3,2,acept,not furnished,3
1,24,2,1,acept,not furnished,2
1,62,1,1,acept,not furnished,2
1,85,2,2,not acept,not furnished,2
1,120,2,2,acept,furnished,3
0,47,1,1,acept,not furnished,2
0,180,2,1,acept,not furnished,3
1,216,4,3,not acept,furnished,4
1,300,6,4,acept,not furnished,5
1,226,3,0,acept,furnished,3
1,70,1,0,not acept,not furnished,1
0,100,2,0,acept,not furnished,2
1,23,1,0,acept,not furnished,1
1,600,3,3,acept,not furnished,4
0,550,7,8,acept,not furnished,3
1,30,1,0,not acept,not furnished,1
1,126,2,2,acept,not furnished,4
1,340,4,0,acept,not furnished,4
1,239,4,4,acept,not furnished,4
1,50,1,1,acept,furnished,1
1,600,4,4,acept,not furnished,4
0,63,1,0,acept,furnished,1
1,62,1,1,not acept,furnished,2
0,202,2,4,acept,not furnished,3
1,275,5,4,acept,not furnished,4
1,44,1,1,acept,furnished,1
1,69,1,1,acept,not furnished,2
1,48,1,2,not acept,furnished,1
1,90,2,1,acept,not furnished,3
1,140,2,2,not acept,not furnished,3
1,100,2,2,acept,furnished,1
1,242,3,2,acept,not furnished,5
1,130,4,3,acept,not furnished,3
1,47,1,1,not acept,not furnished,1
1,100,3,2,acept,furnished,2
1,88,4,2,acept,not furnished,2
1,20,1,0,acept,furnished,1
1,40,1,0,not acept,not furnished,1
1,43,1,1,not acept,not furnished,1
1,100,2,0,acept,not furnished,3
1,110,2,2,acept,not furnished,3
1,25,1,0,not acept,not furnished,1
1,48,1,0,not acept,not furnished,2
1,130,3,4,not acept,not furnished,3
1,23,1,0,acept,not furnished,1
1,62,1,1,acept,not furnished,3
1,38,1,0,not acept,not furnished,1
1,100,2,2,acept,not furnished,1
1,190,3,2,acept,furnished,3
1,37,1,0,acept,not furnished,1
1,240,4,5,acept,not furnished,3
1,120,2,2,acept,not furnished,3
1,130,2,2,acept,furnished,3
1,80,1,1,not acept,furnished,3
0,80,1,1,acept,not furnished,1
1,58,1,0,not acept,furnished,2
1,110,2,1,not acept,not furnished,2
1,40,1,1,acept,not furnished,1
1,362,5,2,acept,not furnished,4
1,412,5,6,acept,not furnished,3
1,160,3,4,acept,not furnished,3
1,55,1,0,acept,furnished,2
1,200,4,4,acept,not furnished,3
1,165,2,3,acept,not furnished,3
1,65,1,0,acept,not furnished,2
0,230,5,4,acept,not furnished,3
1,86,1,1,acept,not furnished,2
1,122,2,1,acept,not furnished,3
1,51,1,1,acept,not furnished,2
1,94,2,2,acept,not furnished,3
0,80,2,1,acept,not furnished,2
1,85,2,0,acept,furnished,2
1,130,2,1,not acept,not furnished,3
1,23,1,0,acept,not furnished,1
1,60,1,0,acept,not furnished,1
1,75,2,0,acept,not furnished,1
1,55,1,1,acept,furnished,3
1,240,4,3,acept,not furnished,3
1,119,2,1,acept,not furnished,3
1,278,3,3,acept,not furnished,4
1,69,2,1,acept,not furnished,3
0,100,2,1,acept,not furnished,2
1,55,1,1,not acept,not furnished,2
1,76,1,0,acept,not furnished,2
1,200,4,3,acept,furnished,3
0,86,2,1,acept,not furnished,2
1,87,2,1,acept,not furnished,2
1,80,1,2,acept,not furnished,2
1,57,1,1,acept,not furnished,2
0,35,1,0,acept,not furnished,1
1,60,1,1,acept,not furnished,2
1,180,1,0,acept,not furnished,2
0,45,1,1,acept,not furnished,1
1,320,4,0,acept,not furnished,8
1,350,4,3,acept,not furnished,5
1,67,1,0,acept,not furnished,2
1,178,3,3,acept,furnished,3
0,54,1,1,acept,not furnished,2
1,50,1,0,acept,not furnished,1
1,450,5,7,acept,furnished,4
0,138,4,3,acept,not furnished,3
1,129,4,3,acept,furnished,3
1,118,3,2,acept,furnished,3
1,340,5,4,not acept,furnished,4
1,383,5,6,acept,not furnished,4
1,13,1,0,acept,not furnished,1
1,167,2,1,acept,furnished,3
1,399,5,4,acept,not furnished,3
0,46,1,1,not acept,furnished,1
1,74,2,2,acept,not furnished,3
1,800,4,8,acept,not furnished,5
1,180,4,3,acept,not furnished,3
1,180,3,1,not acept,not furnished,3
1,303,5,1,acept,furnished,4
1,45,1,1,not acept,furnished,1
1,220,2,2,acept,not furnished,3
0,70,1,1,acept,not furnished,2
1,101,3,1,not acept,furnished,2
1,72,1,1,acept,not furnished,2
0,200,4,2,not acept,not furnished,3
1,250,2,1,acept,not furnished,3
1,126,1,0,acept,not furnished,2
1,290,3,2,acept,furnished,3
1,166,1,5,acept,furnished,2
1,133,2,0,acept,not furnished,3
1,208,4,3,acept,not furnished,3
1,178,3,0,acept,not furnished,3
1,49,1,1,acept,not furnished,2
1,42,1,1,acept,furnished,1
1,236,4,5,acept,not furnished,3
1,50,1,0,acept,not furnished,1
1,45,1,0,acept,not furnished,1
1,60,1,1,acept,not furnished,1
1,180,2,2,acept,not furnished,3
1,68,2,1,acept,not furnished,2
1,35,1,0,acept,not furnished,1
1,170,3,4,acept,not furnished,3
1,101,2,2,acept,not furnished,3
1,35,1,0,not acept,furnished,1
1,155,5,3,not acept,not furnished,4
1,213,4,3,acept,not furnished,3
1,110,3,3,acept,not furnished,2
1,70,1,1,not acept,not furnished,2
0,44,1,0,acept,not furnished,1
1,73,2,1,acept,not furnished,2
1,285,5,4,acept,furnished,4
1,40,1,0,not acept,not furnished,1
1,330,6,2,acept,not furnished,5
1,140,3,2,not acept,not furnished,3
1,120,4,3,acept,not furnished,3
1,60,2,1,acept,furnished,3
1,311,6,4,not acept,furnished,3
1,92,2,0,acept,not furnished,2
1,380,3,4,acept,furnished,3
1,69,2,2,acept,furnished,2
1,60,2,1,acept,not furnished,2
0,85,1,2,acept,not furnished,3
1,140,2,1,acept,furnished,4
1,50,1,1,acept,not furnished,2
1,25,1,0,not acept,not furnished,1
1,250,1,0,acept,not furnished,3
1,178,3,4,not acept,furnished,3
1,145,3,2,acept,not furnished,3
1,36,1,0,acept,furnished,1
0,144,3,2,acept,not furnished,4
1,70,1,0,acept,not furnished,2
1,30,1,0,acept,furnished,1
1,53,2,1,acept,not furnished,2
0,350,6,6,acept,not furnished,4
1,30,1,0,not acept,not furnished,1
1,17,1,0,acept,not furnished,1
1,200,3,1,acept,not furnished,3
1,100,1,0,acept,not furnished,2
1,127,2,1,acept,not furnished,3
1,58,1,0,acept,not furnished,2
1,25,1,0,not acept,not furnished,1
0,92,2,3,acept,not furnished,3
1,320,4,4,acept,furnished,3
0,82,1,1,acept,not furnished,1
1,65,2,1,not acept,furnished,2
1,80,1,0,acept,not furnished,2
1,50,1,1,not acept,furnished,1
1,50,1,1,acept,not furnished,2
1,20,1,0,acept,furnished,1
0,164,2,2,acept,not furnished,3
1,260,5,5,acept,furnished,4
1,40,1,0,acept,not furnished,1
0,200,3,3,acept,not furnished,3
1,22,1,0,acept,not furnished,1
1,390,3,2,not acept,not furnished,3
1,141,3,2,acept,not furnished,3
1,55,2,1,acept,not furnished,2
1,55,1,1,acept,not furnished,2
0,300,3,4,acept,not furnished,3
0,96,3,2,not acept,not furnished,2
1,100,2,1,acept,not furnished,3
1,50,1,1,acept,not furnished,2
0,250,1,6,acept,not furnished,2
0,74,2,1,acept,not furnished,3
1,62,2,1,acept,furnished,2
1,70,1,0,not acept,not furnished,1
1,18,1,0,acept,not furnished,1
1,80,2,2,acept,furnished,2
0,62,1,2,acept,not furnished,2
0,77,1,0,acept,not furnished,3
1,86,1,1,acept,not furnished,2
1,56,2,2,acept,not furnished,2
1,69,1,0,acept,not furnished,2
1,126,2,2,acept,not furnished,3
1,70,1,1,acept,not furnished,2
1,205,3,4,acept,not furnished,3
1,70,1,1,acept,not furnished,2
1,130,2,2,acept,not furnished,2
1,63,2,1,acept,not furnished,2
1,36,1,0,acept,not furnished,1
1,102,3,0,acept,not furnished,3
1,49,1,1,not acept,not furnished,1
1,360,5,3,not acept,not furnished,3
1,16,1,0,not acept,not furnished,1
1,120,3,1,not acept,furnished,2
0,330,6,6,acept,furnished,4
1,40,1,0,not acept,not furnished,1
1,188,3,1,not acept,furnished,3
1,700,7,8,acept,not furnished,4
1,105,1,2,not acept,not furnished,1
1,230,5,3,acept,not furnished,5
1,60,1,1,acept,not furnished,2
1,70,1,1,acept,not furnished,2
0,55,1,1,acept,not furnished,2
1,100,3,2,acept,not furnished,3
1,270,4,0,acept,not furnished,3
1,36,1,1,acept,furnished,1
1,105,2,2,acept,not furnished,2
1,120,1,1,acept,not furnished,2
1,16,1,0,not acept,not furnished,1
1,300,4,4,acept,not furnished,4
1,115,2,1,acept,furnished,2
1,67,2,1,acept,furnished,1
1,100,1,0,not acept,not furnished,2
1,320,4,8,acept,not furnished,4
1,77,1,0,acept,not furnished,2
1,270,4,2,acept,not furnished,3
0,104,3,2,acept,furnished,2
1,70,1,1,acept,furnished,2
1,68,1,0,acept,not furnished,1
1,410,5,5,acept,not furnished,4
1,60,1,0,not acept,not furnished,1
1,270,2,4,acept,not furnished,3
1,65,1,1,acept,not furnished,2
1,100,1,3,not acept,not furnished,2
1,250,4,2,acept,not furnished,3
1,119,3,1,not acept,furnished,3
1,394,6,4,acept,furnished,4
0,660,5,4,acept,not furnished,5
1,40,1,0,acept,not furnished,1
1,60,1,1,acept,furnished,3
1,240,2,2,not acept,not furnished,3
1,180,1,1,acept,not furnished,3
1,400,4,4,acept,not furnished,4
1,250,4,3,acept,not furnished,3
0,60,1,0,acept,not furnished,2
0,77,2,1,acept,not furnished,2
1,154,3,3,acept,not furnished,4
1,250,3,2,not acept,not furnished,3
0,450,5,4,acept,furnished,4
1,179,3,0,not acept,furnished,3
1,400,5,4,acept,not furnished,5
1,102,1,0,acept,not furnished,2
1,45,2,0,not acept,not furnished,2
1,90,2,2,not acept,furnished,1
1,230,3,3,acept,not furnished,3
1,220,4,2,acept,furnished,2
1,58,2,1,acept,not furnished,1
0,67,2,2,acept,not furnished,2
1,113,2,1,acept,not furnished,3
1,111,4,3,acept,not furnished,3
1,50,1,1,acept,not furnished,2
1,54,1,1,not acept,furnished,2
1,300,5,2,acept,not furnished,5
1,65,2,1,acept,not furnished,2
1,80,2,2,not acept,not furnished,2
1,50,1,1,acept,not furnished,2
1,35,1,1,acept,not furnished,1
1,200,2,1,not acept,not furnished,3
0,43,1,1,acept,not furnished,1
1,41,1,0,acept,not furnished,1
1,63,1,1,not acept,furnished,1
1,190,4,3,acept,furnished,4
1,500,4,4,acept,not furnished,4
1,73,2,1,acept,not furnished,3
0,104,1,0,not acept,not furnished,3
1,35,1,0,acept,not furnished,1
1,120,2,2,acept,not furnished,2
1,55,3,2,acept,not furnished,2
1,240,1,5,acept,not furnished,2
1,400,5,3,acept,furnished,4
1,200,3,1,acept,not furnished,2
1,40,1,1,not acept,furnished,1
1,68,1,0,acept,not furnished,2
1,150,3,0,acept,not furnished,2
1,50,1,1,acept,not furnished,2
0,113,2,2,acept,not furnished,3
1,88,2,2,not acept,furnished,2
1,90,2,3,acept,not furnished,3
1,350,3,8,acept,not furnished,3
1,340,6,4,acept,furnished,4
1,86,1,1,not acept,not furnished,2
1,216,3,0,acept,furnished,4
1,170,5,3,acept,furnished,4
1,400,3,6,acept,not furnished,3
0,77,1,1,acept,furnished,2
0,350,5,4,acept,not furnished,4
1,145,2,2,acept,not furnished,4
1,180,1,1,acept,not furnished,4
1,144,2,2,acept,not furnished,4
1,60,1,1,acept,not furnished,2
1,220,3,0,acept,not furnished,4
1,60,1,1,acept,furnished,2
1,165,1,2,acept,not furnished,3
1,400,6,4,acept,not furnished,5
1,77,2,1,acept,not furnished,3
1,215,4,4,acept,not furnished,3
0,78,2,2,acept,not furnished,3
1,96,2,2,acept,not furnished,2
1,400,5,4,acept,furnished,4
1,120,2,2,not acept,not furnished,3
1,53,1,1,acept,furnished,2
1,70,1,0,acept,not furnished,2
1,100,3,0,acept,not furnished,3
0,69,1,1,acept,not furnished,2
1,25,1,0,not acept,not furnished,1
1,68,2,1,acept,furnished,3
1,30,1,1,acept,furnished,1
1,156,4,2,acept,not furnished,2
1,33,1,0,not acept,furnished,1
1,205,5,1,acept,not furnished,3
1,79,3,1,acept,not furnished,2
1,70,2,1,acept,furnished,3
1,40,1,0,not acept,not furnished,1
0,438,4,0,acept,not furnished,5
1,30,1,0,not acept,not furnished,1
1,212,5,3,acept,not furnished,3
1,32,1,0,acept,not furnished,1
1,269,4,5,acept,furnished,4
1,63,1,1,acept,not furnished,2
1,39,1,0,acept,furnished,1
1,200,2,3,acept,not furnished,3
1,290,3,1,acept,not furnished,3
1,30,1,1,not acept,not furnished,1
1,176,5,0,acept,furnished,4
1,77,2,1,acept,not furnished,2
1,47,1,0,acept,not furnished,1
1,135,2,0,acept,not furnished,3
1,108,3,2,acept,not furnished,2
1,212,3,2,acept,not furnished,4
1,140,4,1,acept,not furnished,2
0,51,1,1,not acept,not furnished,2
1,42,1,1,acept,furnished,1
1,108,3,3,acept,furnished,3
0,53,1,0,acept,not furnished,1
1,254,3,3,acept,furnished,3
0,67,1,1,not acept,not furnished,3
1,50,1,1,acept,not furnished,2
1,115,4,3,acept,not furnished,4
0,70,1,1,not acept,not furnished,2
1,140,4,2,acept,not furnished,3
1,156,3,2,acept,furnished,2
1,295,4,4,acept,not furnished,4
1,42,1,1,acept,not furnished,1
1,480,5,2,acept,furnished,4
1,65,2,2,not acept,furnished,1
1,220,5,3,acept,not furnished,4
1,57,1,2,acept,not furnished,2
1,170,3,0,acept,not furnished,3
0,55,1,1,acept,not furnished,1
1,117,5,4,acept,not furnished,4
1,280,2,1,acept,not furnished,5
1,140,3,2,acept,not furnished,4
1,57,2,0,acept,not furnished,2
1,200,4,2,acept,not furnished,3
1,35,1,0,not acept,not furnished,1
0,30,1,0,acept,not furnished,1
1,42,1,0,acept,furnished,1
0,69,1,1,not acept,not furnished,2
1,60,1,1,acept,not furnished,2
1,253,5,5,acept,not furnished,3
1,220,5,2,acept,not furnished,4
1,127,3,2,acept,furnished,2
1,85,2,1,acept,furnished,3
1,470,6,3,acept,not furnished,4
1,124,3,2,acept,not furnished,3
1,100,2,0,not acept,not furnished,2
1,60,2,1,acept,not furnished,2
1,57,1,0,not acept,not furnished,1
1,54,1,1,acept,furnished,1
1,84,1,1,acept,not furnished,3
1,360,4,1,acept,not furnished,3
1,51,1,0,acept,furnished,2
1,119,2,0,acept,not furnished,2
1,70,1,0,not acept,not furnished,2
1,100,3,2,not acept,not furnished,3
1,100,1,0,acept,not furnished,2
1,79,1,1,acept,not furnished,2
1,220,4,3,not acept,not furnished,3
1,100,1,0,acept,not furnished,3
1,108,3,2,acept,not furnished,3
1,230,1,8,acept,not furnished,2
1,103,3,2,acept,furnished,3
1,90,2,2,acept,not furnished,3
1,220,4,2,acept,not furnished,4
1,125,2,2,acept,not furnished,3
1,54,1,1,acept,not furnished,1
1,300,5,3,acept,not furnished,5
1,280,5,3,acept,not furnished,3
1,45,2,0,not acept,not furnished,2
0,60,1,1,not acept,not furnished,3
1,100,2,1,acept,not furnished,2
1,40,1,1,acept,not furnished,1
1,160,2,1,not acept,not furnished,3
1,41,1,0,acept,not furnished,2
1,350,3,6,acept,not furnished,5
1,300,3,3,acept,not furnished,3
1,89,2,2,acept,furnished,2
1,325,5,7,acept,furnished,4
1,170,2,5,acept,not furnished,2
1,520,6,4,acept,not furnished,4
1,480,6,5,acept,not furnished,4
1,45,1,1,acept,not furnished,1
1,89,1,1,acept,not furnished,3
1,108,2,2,not acept,not furnished,3
0,48,1,0,acept,not furnished,2
1,160,2,2,acept,furnished,3
1,160,3,3,acept,not furnished,2
1,100,3,2,acept,not furnished,4
1,75,2,1,acept,not furnished,3
1,215,4,3,acept,not furnished,4
1,125,4,1,acept,not furnished,3
1,94,2,3,acept,not furnished,3
1,60,1,1,acept,not furnished,2
1,66,1,1,not acept,furnished,2
1,300,5,4,acept,not furnished,4
1,102,3,2,acept,not furnished,3
1,462,2,3,not acept,not furnished,7
0,51,1,2,not acept,not furnished,2
1,120,3,2,acept,not furnished,3
1,35,1,1,not acept,furnished,1
1,229,2,3,acept,furnished,4
1,530,5,6,not acept,not furnished,4
0,74,1,1,acept,not furnished,3
1,96,1,1,acept,not furnished,2
1,181,5,3,acept,not furnished,4
1,38,1,1,acept,not furnished,1
1,260,3,4,acept,not furnished,2
1,126,2,0,acept,not furnished,3
1,98,2,2,not acept,furnished,1
1,220,3,3,acept,furnished,4
1,164,2,2,acept,not furnished,3
1,50,1,1,not acept,furnished,1
0,55,1,1,acept,not furnished,2
0,300,4,3,acept,not furnished,4
1,40,1,1,acept,not furnished,1
1,68,1,1,acept,not furnished,2
1,220,2,3,acept,not furnished,2
1,270,3,4,acept,not furnished,2
1,255,4,4,acept,furnished,3
1,49,1,1,not acept,not furnished,1
1,300,3,5,acept,not furnished,3
1,300,5,2,acept,furnished,4
1,38,1,0,acept,furnished,2
1,150,3,3,acept,not furnished,3
0,200,2,3,acept,not furnished,3
1,427,6,4,acept,not furnished,4
1,75,1,1,acept,furnished,3
1,150,3,2,acept,not furnished,3
1,300,1,2,acept,not furnished,3
1,220,2,1,acept,not furnished,3
1,213,5,5,acept,not furnished,3
1,320,6,4,acept,not furnished,4
1,84,2,1,not acept,furnished,3
1,75,1,0,not acept,furnished,2
1,57,1,0,acept,not furnished,2
1,16,1,0,not acept,not furnished,1
0,72,2,1,acept,not furnished,2
1,140,4,2,acept,furnished,3
0,80,2,1,acept,furnished,2
1,170,3,3,acept,not furnished,3
1,67,1,1,acept,not furnished,3
1,79,1,0,acept,not furnished,2
1,170,3,3,acept,not furnished,3
1,120,2,1,acept,not furnished,3
0,206,2,3,acept,not furnished,3
1,249,3,1,acept,furnished,3
1,120,4,2,acept,not furnished,4
0,260,4,4,acept,not furnished,3
0,120,1,0,acept,not furnished,2
1,400,6,4,acept,not furnished,4
1,165,1,3,acept,not furnished,3
1,55,1,1,not acept,not furnished,2
1,75,2,2,not acept,furnished,3
0,402,5,2,acept,furnished,4
0,58,1,1,acept,not furnished,2
1,50,1,0,not acept,not furnished,1
1,60,4,1,acept,not furnished,4
1,280,5,4,not acept,not furnished,4
1,214,4,3,acept,not furnished,4
1,110,1,0,acept,not furnished,3
1,35,2,1,not acept,furnished,1
1,320,3,8,acept,not furnished,3
1,50,1,0,acept,not furnished,1
1,128,3,0,acept,furnished,3
1,70,1,1,acept,not furnished,2
1,277,2,1,acept,not furnished,3
1,200,4,3,acept,furnished,4
1,70,2,1,acept,not furnished,2
1,50,1,1,acept,not furnished,1
1,130,3,2,acept,not furnished,3
1,600,5,5,acept,furnished,6
1,135,3,0,not acept,not furnished,3
1,27,1,0,not acept,not furnished,1
1,197,1,2,acept,not furnished,3
1,400,5,8,acept,not furnished,10
0,92,2,3,acept,furnished,3
1,119,3,1,not acept,furnished,3
1,16,1,0,acept,not furnished,1
1,45,1,1,acept,not furnished,2
1,57,1,1,acept,furnished,2
1,22,1,0,acept,not furnished,1
1,116,2,2,acept,not furnished,3
1,33,1,0,acept,not furnished,1
0,250,4,0,acept,not furnished,4
1,128,3,2,acept,not furnished,2
1,58,2,0,acept,not furnished,2
1,105,2,2,acept,not furnished,3
1,41,1,1,acept,furnished,1
1,90,1,1,acept,not furnished,3
1,100,3,2,not acept,not furnished,3
1,890,6,8,not acept,not furnished,5
1,180,4,3,acept,furnished,3
1,136,3,2,not acept,furnished,3
1,175,3,2,not acept,furnished,1
0,100,2,2,acept,not furnished,3
1,65,2,1,acept,not furnished,2
1,50,1,0,not acept,not furnished,2
1,105,3,1,acept,not furnished,3
1,108,3,2,acept,not furnished,3
1,55,1,0,not acept,not furnished,1
1,46,1,1,acept,not furnished,2
1,71,4,0,acept,not furnished,3
1,93,2,2,acept,not furnished,3
1,60,2,1,acept,furnished,2
1,250,2,5,not acept,not furnished,3
1,150,3,2,acept,furnished,3
1,90,1,1,acept,not furnished,2
1,140,3,3,not acept,not furnished,3
0,68,1,0,acept,not furnished,2
1,530,5,6,acept,not furnished,4
1,141,3,2,acept,not furnished,4
1,44,1,0,acept,not furnished,2
1,50,1,1,not acept,not furnished,2
1,216,5,0,not acept,furnished,3
1,60,2,1,acept,not furnished,2
1,20,1,0,acept,not furnished,1
1,250,4,0,acept,furnished,3
0,92,2,2,acept,furnished,3
1,90,1,1,not acept,not furnished,2
1,60,2,2,acept,not furnished,2
1,32,1,0,not acept,not furnished,1
1,50,1,1,acept,not furnished,1
1,250,5,4,acept,not furnished,4
1,350,5,4,acept,furnished,4
0,73,2,2,not acept,not furnished,3
1,74,2,1,acept,not furnished,3
0,200,2,3,acept,not furnished,3
1,230,3,1,acept,furnished,2
1,200,2,5,acept,not furnished,3
1,40,1,0,not acept,not furnished,2
1,71,1,1,acept,not furnished,2
0,200,3,2,acept,not furnished,3
1,60,1,0,acept,not furnished,2
1,170,5,1,acept,not furnished,6
1,298,6,5,acept,furnished,4
1,75,2,1,not acept,not furnished,3
1,480,6,5,acept,not furnished,4
1,142,4,2,acept,not furnished,3
1,77,1,2,acept,not furnished,3
1,15,1,0,not acept,furnished,1
1,350,4,3,acept,furnished,3
1,35,1,0,not acept,not furnished,1
1,350,4,2,not acept,not furnished,7
1,60,2,2,acept,not furnished,2
1,125,2,1,acept,not furnished,3
1,68,2,2,acept,furnished,2
1,280,4,2,acept,not furnished,3
1,390,4,5,not acept,furnished,4
1,198,5,2,acept,not furnished,5
1,330,4,3,acept,not furnished,6
1,430,3,4,acept,not furnished,4
1,79,2,2,acept,not furnished,3
1,100,1,0,not acept,not furnished,1
1,130,1,0,acept,furnished,2
1,130,2,0,acept,furnished,3
1,80,2,1,acept,not furnished,2
1,45,1,0,not acept,not furnished,2
0,45,1,1,acept,not furnished,1
1,180,4,2,acept,not furnished,4
0,84,1,1,acept,not furnished,3
1,225,5,4,acept,furnished,4
1,230,3,4,not acept,furnished,4
0,350,2,2,acept,not furnished,2
1,45,1,0,not acept,not furnished,1
1,208,4,3,acept,furnished,4
1,48,1,1,not acept,not furnished,2
1,360,5,2,acept,not furnished,4
0,74,2,1,acept,not furnished,3
1,37,1,1,acept,not furnished,1
1,260,5,4,not acept,not furnished,5
1,60,1,0,acept,not furnished,2
1,50,1,0,acept,not furnished,2
1,220,4,4,acept,not furnished,3
1,375,4,3,acept,not furnished,4
1,55,1,1,acept,furnished,2
1,35,1,0,not acept,not furnished,1
1,80,1,0,not acept,not furnished,1
1,700,8,3,acept,not furnished,5
0,80,1,0,acept,not furnished,3
1,300,3,2,acept,furnished,3
0,420,3,3,not acept,not furnished,5
